Code,Hotel Name,Roomnights,Sale,Cost,Date,Country
CODE|32131,Ambassador Hotel Bangkok,1807,45175,32526,"12, 2019",Thailand
CODE|32096,Ambassador Hotel,794,23026,12704,"03, 2019",Thailand
CODE|32061,Ambassador Aegean Luxury Hotel & Suites,629,15725,12580,"02, 2019",Greece
CODE|32026,Ambassador - Zlatá Husa,1890,43470,30240,"12, 2019",Czech Republic
CODE|31991,Ambassadeur Hotel Paris,584,12264,8760,"03, 2019",فرنسا
CODE|31956,Ambassadeur Hotel,1369,32856,20535,"10, 2019",France
CODE|31921,Ambasciatori Palace,197,5122,3546,"01, 2019",إيطاليا
CODE|31886,Ambasciatori Hotel Brescia,1143,29718,19431,"04, 2019",Italia
CODE|31851,Amazonia Palmela Apartamentos Turisticos,1566,36018,29754,"02, 2019",Portugal
CODE|31816,Amazónia Lisboa Hotel,645,12900,10320,"05, 2019",البرتغال
CODE|31781,Amazon Mykonos Resort & Spa,1015,26390,20300,"07, 2019",Greece
CODE|31746,Amazon Hotel - Kepong,786,22008,11790,"04, 2019",Not Found
CODE|31711,Amaya Resorts & Spa Kuda Rah,1426,42780,27094,"02, 2019",المالديف
CODE|31676,AMATHUS BEACH HOTEL LIMASSOL,484,9680,8228,"11, 2019",Cyprus
CODE|31641,Amatara Wellness Resort,1616,46864,29088,"03, 2019",تايلاند
CODE|31606,Amata Resort,323,9044,4845,"09, 2019",تايلاند
CODE|31571,Amata Lanna Village Hotel,213,5964,3195,"09, 2019",Thailand
CODE|31536,Amaryllis Hôtel,815,18745,12225,"08, 2019",France
CODE|31501,Amaroossa Suite Bali,1509,31689,25653,"11, 2019",Indonesia
CODE|31466,Amaris Hotel Pemuda - Semarang,458,11450,8244,"03, 2019",إندونيسيا
CODE|31431,AMARIS HOTEL BY SANTIKA,1911,38220,32487,"06, 2019",Not Found
CODE|31396,Amaris Bugis Singapore,326,7824,6520,"10, 2019",Not Found
CODE|31361,Amari Watergate Bangkok,420,10920,7980,"11, 2019",Thailand
CODE|31326,Amari Residences Pattaya,1971,59130,37449,"03, 2019",Thailand
CODE|31291,Amari Residences Bangkok,386,11194,7720,"11, 2019",تايلاند
CODE|31256,Amari Phuket,1340,36180,24120,"01, 2019",Thailand
CODE|31221,Amari Pattaya,265,6625,3975,"10, 2019",Thailand
CODE|31186,Amari Johor Bahru,840,19320,14280,"07, 2019",Malaysia
CODE|31151,Amari Havodda Maldives,396,9504,5940,"07, 2019",Maldives
CODE|31116,Amari Don Muang Airport Bangkok,807,16140,16140,"10, 2019",Thailand
CODE|31081,Amari Doha,1820,52780,29120,"04, 2019",QA
CODE|31046,Amari Dhaka,1274,29302,20384,"09, 2019",Bangladesh
CODE|31011,Amàre Beach Hotel Marbella - Adults Only,1920,44160,30720,"05, 2019",Spain
CODE|30976,"Amaranth Suvarnabhumi Airport, BW Premier Collection",54,1188,918,"07, 2019",تايلاند
CODE|30941,Amarante Pyramids Hotel,1376,38528,26144,"01, 2019",Egypt
CODE|30906,Amarante Beau Manoir,603,18090,12060,"09, 2019",Not Found
CODE|30871,Amara Bangkok Hotel,1188,28512,21384,"01, 2019",Thailand
CODE|30836,Amar Sina Village,1805,46930,28880,"08, 2019",مصر
CODE|30801,Amante Narikala by Tbilisi Luxury Boutique Hotels,1635,40875,31065,"03, 2019",Georgia
CODE|30766,AMANO Grand Central,486,13122,7290,"06, 2019",Germany
CODE|30731,Amala Grand Bleu Resort,1583,44324,30077,"07, 2019",تايلاند
CODE|30696,Amadria Park Hotel Capital,819,20475,12285,"09, 2019",Croatia
CODE|30661,Amadi Park Hotel,1845,47970,35055,"09, 2020",Netherlands
CODE|30626,Amadi Panorama Hotel,735,17640,13965,"07, 2020",Netherlands
CODE|30591,Amadea Resort & Villas,72,1512,1440,"11, 2020",Indonesia
CODE|30556,Am Neutor Hotel Salzburg Zentrum,327,8829,6540,"11, 2020",النمسا
CODE|30521,Alzer Hotel,1703,45981,28951,"03, 2019",Turkey
CODE|30486,Alyon Hotel Taksim,781,23430,15620,"07, 2019",تركيا
CODE|30451,Alwadi Hotel Doha - MGallery,192,4608,3456,"07, 2019",قطر
CODE|30416,Alvear Palace Hotel,118,2478,2006,"03, 2019",Argentina
CODE|30381,Alura Boutique Hotel,1887,50949,33966,"02, 2019",تركيا
CODE|30346,AluaSun Lago Rojo,407,12210,6105,"04, 2019",Spain
CODE|30311,AluaSun Costa Park,504,13608,8568,"12, 2019",Spain
CODE|30276,AluaSoul Costa Málaga (Solo Adultos +16),1006,20120,17102,"06, 2019",España
CODE|30241,Alua Tenerife,310,8370,6200,"05, 2019",Spain
CODE|30206,Altwienerhof Hotel,248,6696,3968,"08, 2019",Austria
CODE|30171,Alturki Resort,172,5160,2752,"10, 2019",السعودية
CODE|30136,Altstadt Hotel Hofwirt Salzburg,973,19460,17514,"01, 2019",Österreich
CODE|30101,Altius Boutique Hotel,1199,31174,17985,"12, 2019",Cyprus
CODE|30066,Altis Prime Hotel,768,22272,15360,"06, 2019",Portugal
CODE|30031,Altis Grand Hotel,535,14445,9630,"12, 2019",البرتغال
CODE|29996,Altis Avenida Hotel,1252,26292,21284,"11, 2019",البرتغال
CODE|29961,Altin Yunus Resort & Thermal Hotel,418,10032,6688,"10, 2019",Turkey
CODE|29926,Althoff Seehotel Überfahrt,674,13480,12132,"09, 2019",Deutschland
CODE|29891,Alta Vista de Boracay,1103,26472,19854,"10, 2019",Philippines
CODE|29856,Alta Mare By Andronis,131,3799,2489,"12, 2019",Greece
CODE|29821,Alsawary Taba Aparthotel,312,7176,4992,"06, 2019",Saudi Arabia
CODE|29786,Alrumuz Alsaadiqh served apartments,886,20378,13290,"05, 2019",Saudi Arabia
CODE|29751,Alreem Village Hotel,169,4901,2535,"05, 2019",Saudi Arabia
CODE|29716,"AlRayyan Hotel Doha, Curio Collection by Hilton",1534,44486,26078,"10, 2019",Qatar
CODE|29681,Alpinn Hotel İstanbul,632,17064,12640,"03, 2019",تركيا
CODE|29646,Alpina Eclectic Hôtel & Spa in Chamonix,185,4625,3700,"08, 2019",فرنسا
CODE|29611,Alphotel Innsbruck,1470,38220,23520,"07, 2019",النمسا
CODE|29576,Alphonse Hotel,1737,50373,27792,"12, 2019",تركيا
CODE|29541,Alpha Genesis Hotel,855,23940,13680,"02, 2019",Not Found
CODE|29506,AlpenGold Hotel,1198,28752,21564,"07, 2019",سويسرا
CODE|29471,Alp Paşa Boutique Hotel,111,2220,1776,"04, 2019",تركيا
CODE|29436,Aloha Resort,1489,29780,25313,"06, 2019",مصر
CODE|29401,Aloft Zhengzhou Zhengdong New District,164,3608,2952,"12, 2019",Not Found
CODE|29366,Aloft Tulsa Downtown,161,3864,3220,"02, 2019",USA
CODE|29331,Aloft Tulsa,856,17120,14552,"07, 2019",USA
CODE|29296,Aloft Stuttgart,1218,25578,21924,"08, 2019",Germany
CODE|29261,Aloft Seoul Myeongdong,258,5676,5160,"08, 2019",South Korea
CODE|29226,Aloft Rogers-Bentonville,1365,27300,27300,"04, 2019",USA
CODE|29191,Aloft Riyadh,1602,40050,27234,"04, 2019",السعودية
CODE|29156,Aloft Portland Airport at Cascade Station,226,5650,3842,"10, 2019",USA
CODE|29121,Aloft Panama,1753,47331,28048,"09, 2019",Panama
CODE|29086,Aloft Palm Jumeirah,1024,27648,15360,"02, 2019",الإمارات
CODE|29051,Aloft Oklahoma City Downtown - Bricktown,1339,29458,20085,"01, 2019",USA
CODE|29016,Aloft Newport on the Levee,326,8150,5868,"09, 2019",USA
CODE|28981,Aloft New York Brooklyn,1365,31395,21840,"02, 2019",USA
CODE|28946,Aloft New Delhi Aerocity,1557,37368,31140,"10, 2019",India
CODE|28911,Aloft Munich,1196,32292,20332,"02, 2019",Germany
CODE|28876,Aloft Me'aisam Dubai,304,7296,4864,"08, 2019",الإمارات
CODE|28841,Aloft Manhattan Downtown - Financial District,442,9282,7514,"02, 2019",USA
CODE|28806,Aloft Madrid Gran Via,1846,47996,27690,"09, 2019",إسبانيا
CODE|28771,Aloft Louisville East,284,6248,4544,"07, 2019",USA
CODE|28736,Aloft Louisville Downtown,1417,41093,22672,"06, 2019",USA
CODE|28701,Aloft London Excel,874,23598,17480,"12, 2019",UK
CODE|28666,Aloft Liverpool,849,22074,16131,"10, 2019",UK
CODE|28631,Aloft Leawood-Overland Park,220,6600,3300,"12, 2019",USA
CODE|28596,Aloft Langkawi Pantai Tengah,883,19426,17660,"03, 2019",ماليزيا
CODE|28561,Aloft Kuala Lumpur Sentral,1005,23115,19095,"09, 2019",Malaysia
CODE|28526,Aloft Kathmandu Thamel,1563,37512,29697,"06, 2019",Nepal
CODE|28491,Aloft Jakarta Wahid Hasyim,444,12876,8880,"10, 2019",إندونيسيا
CODE|28456,Aloft Harlem,85,1700,1700,"04, 2019",أمريكا
CODE|28421,Aloft Guangzhou Tianhe,672,16128,10080,"08, 2019",China
CODE|28386,Aloft Greenville Downtown,1058,27508,17986,"07, 2019",USA
CODE|28351,Aloft Durham Downtown,1081,22701,19458,"03, 2019",USA
CODE|28316,Aloft Dublin City,1332,27972,26640,"01, 2019",Ireland
CODE|28281,Aloft Dubai South,1605,35310,24075,"07, 2019",UAE
CODE|28246,Aloft Dubai Creek,1313,35451,23634,"08, 2019",UAE
CODE|28211,Aloft Dhahran,741,22230,11856,"05, 2019",السعودية
CODE|28176,Aloft Denver International Airport,487,11688,9253,"07, 2019",USA
CODE|28141,Aloft Dalian,939,24414,15024,"06, 2019",China
CODE|28106,Aloft Columbia Harbison,1719,37818,34380,"04, 2019",USA
CODE|28071,Aloft Coimbatore Singanallur,724,15204,12308,"06, 2019",IN
CODE|28036,Aloft Chesapeake,727,14540,11632,"10, 2019",USA
CODE|28001,Aloft Chennai OMR – IT Expressway,1990,53730,35820,"10, 2019",Not Found
CODE|27966,Aloft Charlotte Uptown at the EpiCentre,606,13332,10302,"02, 2019",USA
CODE|27931,Aloft Calgary University,102,3060,2040,"12, 2019",Canada
CODE|27896,Aloft Bursa Hotel,967,21274,16439,"10, 2019",تركيا
CODE|27861,Aloft Brussels Schuman,1756,35120,26340,"11, 2019",Belgium
CODE|27826,Aloft Bolingbrook,1723,39629,29291,"05, 2019",USA
CODE|27791,Aloft Bogota Airport Hotel,1765,42360,33535,"01, 2019",Colombia
CODE|27756,Aloft Birmingham Soho Square,160,3520,3040,"03, 2019",USA
CODE|27721,Aloft Bengaluru Cessna Business Park,1730,39790,25950,"08, 2019",India
CODE|27686,Aloft Bangkok Sukhumvit 11,505,11110,9595,"01, 2019",تايلاند
CODE|27651,Aloft Bali Seminyak,336,7728,6720,"02, 2019",Indonesia
CODE|27616,Aloft Bali Kuta at Beachwalk,751,19526,14269,"11, 2019",Indonesia
CODE|27581,Aloft Atlanta Downtown,1996,55888,31936,"02, 2019",USA
CODE|27546,Aloft Asuncion,542,11924,9756,"07, 2019",Paraguay
CODE|27511,"Aloft Al Mina, Dubai",519,14532,10380,"03, 2019",الإمارات
CODE|27476,Aloft Al Ain,1691,47348,32129,"03, 2019",الإمارات
CODE|27441,Aloft Abu Dhabi,145,3190,2610,"07, 2019",UAE
CODE|27406,Almuñécar Playa Spa Hotel,765,18360,14535,"11, 2019",إسبانيا
CODE|27371,Al-Mukhtara Al-Gharbi,515,11845,9785,"11, 2019",السعودية
CODE|27336,Almuhaidb Takhasosi Value,418,8778,7106,"05, 2019",Saudi Arabia
CODE|27301,Almuhaidb Takhasosi Suites,1253,31325,22554,"07, 2019",Saudi Arabia
CODE|27266,AlMuhaidb Suwaidy 25,860,24940,16340,"01, 2019",SA
CODE|27231,Almuhaidb Sudair,908,19976,15436,"04, 2019",السعودية
CODE|27196,Almuhaidb Salahuddin- Almalaz,1274,34398,24206,"02, 2019",Saudi Arabia
CODE|27161,Almuhaidb Resort Alhada,185,5180,3700,"06, 2019",السعودية
CODE|27126,AlMuhaidb Residence Jeddah,308,6160,5544,"10, 2019",Not Found
CODE|27091,Almuhaidb Residence Ghranta,1905,51435,32385,"01, 2019",Saudi Arabia
CODE|27056,Almuhaidb Residence Almalaz,949,28470,15184,"04, 2019",Saudi Arabia
CODE|27021,AlMuhaidb Residence Alkhafji,324,6804,5508,"06, 2019",السعودية
CODE|26986,Almuhaidb Residence Aldawadmi,644,18676,10304,"05, 2019",Saudi Arabia
CODE|26951,Almuhaidb Residence Al Jubail,144,3168,2304,"02, 2019",السعودية
CODE|26916,Almuhaidb Olaya,1951,46824,29265,"01, 2019",السعودية
CODE|26881,ALmuhaidb Jarir,328,8856,4920,"04, 2019",السعودية
CODE|26846,AlMuhaidb Furnished Units King Abdulaziz,453,9513,7248,"05, 2019",Saudi Arabia
CODE|26811,AlMuhaidb For Residential Units- Abaqrino,1063,28701,15945,"07, 2019",Saudi Arabia
CODE|26776,Almuhaidb Faisaliah Hotel Suites,1982,43604,39640,"01, 2019",Saudi Arabia
CODE|26741,ALmuhaidb Downtown,1534,41418,24544,"08, 2019",السعودية
CODE|26706,Almuhaidb Alolaya Kories,1004,20080,18072,"06, 2019",السعودية
CODE|26671,Almuhaidb Alnarges,46,1380,920,"12, 2019",السعودية
CODE|26636,AlMuhaidb Almalaz 7,1360,29920,23120,"11, 2019",السعودية
CODE|26601,Almuhaidb Alkhobar Sea View,1556,34232,23340,"01, 2019",السعودية
CODE|26566,Almuhaidb Al Takhasosi Hotel,1782,39204,35640,"06, 2019",السعودية
CODE|26531,Almuhaidb Al Diwan,1879,48854,28185,"10, 2019",السعودية
CODE|26496,Almoneda,523,15690,8891,"02, 2019",Not Found
CODE|26461,Almira Otel,306,6120,5508,"02, 2019",تركيا
CODE|26426,Almina Hotel,1315,31560,23670,"11, 2019",تركيا
CODE|26391,Almena Hotel,1938,48450,36822,"11, 2019",تركيا
CODE|26356,Almazino Hotel,1144,26312,19448,"05, 2019",مصر
CODE|26321,AlmaLusa Baixa/Chiado,738,16236,11070,"11, 2019",Portugal
CODE|26286,Almacruz Hotel y Centro de Convenciones,110,2750,2200,"11, 2019",Chile
CODE|26251,Alma Hotel,1379,41370,27580,"03, 2019",اليونان
CODE|26216,Alma del Lago Suites & SPA,1611,41886,24165,"02, 2019",Argentina
CODE|26181,AllYouNeed Hotel Vienna4***,1490,38740,26820,"05, 2019",Not Found
CODE|26146,AllYouNeed Hotel Vienna2***,324,6804,5184,"12, 2019",Not Found
CODE|26111,AllYouNeed Hotel Klagenfurt***,1417,32591,26923,"12, 2019",Not Found
CODE|26076,Allure Aroma Mocawa Hotel,590,17110,11800,"11, 2019",Not Found
CODE|26041,ALL-INN Hotel Frankfurt,1814,50792,29024,"12, 2019",Germany
CODE|26006,Alliance Hotel Liege - Palais des Congres,154,4004,2464,"02, 2019",Not Found
CODE|25971,Allegro Playacar,1328,38512,21248,"11, 2019",Mexico
CODE|25936,Allegro,1505,37625,25585,"02, 2019",Not Found
CODE|25901,Allaportaccanto Bed & Breakfast,617,18510,9872,"01, 2019",Italy
CODE|25866,Alla Giustizia,1224,36720,18360,"08, 2019",Not Found
CODE|25831,All Seasons Hotel,833,22491,14994,"12, 2019",تركيا
CODE|25796,All Ritmo Cancún Resort & Waterpark,1965,39300,37335,"01, 2019",المكسيك
CODE|25761,All In Hostel,1736,36456,26040,"10, 2019",Guatemala
CODE|25726,Alkan Hotel,319,7656,4785,"06, 2019",Turkey
CODE|25691,Aljadel hotel,123,2583,1845,"09, 2019",السعودية
CODE|25656,Aliz Hotel Times Square,533,14391,8528,"04, 2019",USA
CODE|25621,Aliya Resort & Spa,820,21320,15580,"06, 2019",Sri Lanka
CODE|25586,Alisei Palace Hotel,1791,37611,32238,"12, 2019",Italy
CODE|25551,Alion Beach Hotel,1973,49325,37487,"07, 2019",Cyprus
CODE|25516,Alila Jabal Akhdar,84,2268,1344,"05, 2019",Oman
CODE|25481,Alila Hinu Bay,1232,25872,23408,"05, 2019",Oman
CODE|25446,Alicante Hills,260,7800,4940,"05, 2019",Spain
CODE|25411,Alibeyoglu Apart,1908,41976,32436,"06, 2019",تركيا
CODE|25376,Alia Residence Business Resort,17,493,289,"11, 2019",ماليزيا
CODE|25341,Ali Pasha Hotel,1199,33572,22781,"01, 2019",مصر
CODE|25306,Ali Baba Palace,423,12267,6768,"10, 2019",مصر
CODE|25271,AlHyatt Jeddah Continental Hotel,1334,30682,21344,"05, 2019",السعودية
CODE|25236,Alhayat Ain El Sokhna,833,20825,14161,"12, 2019",مصر
CODE|25201,Alhambra Thalasso,279,6696,5301,"09, 2019",تونس
CODE|25166,Algosaibi Hotel,398,8358,6368,"02, 2019",السعودية
CODE|25131,Alfred Sommier Hotel,140,3360,2100,"10, 2019",فرنسا
CODE|25096,Alfaw Plaza Hotel,430,12040,7310,"10, 2019",السعودية
CODE|25061,ALFAMAR Beach & Sport Resort,710,17040,12070,"01, 2019",Not Found
CODE|25026,Alexandre Hotel Fira Congress,1650,33000,31350,"04, 2019",Spain
CODE|24991,Alexandra Hotel,285,8265,5700,"03, 2019",Not Found
CODE|24956,"Alexandra Barcelona Hotel, Curio Collection by Hilton",1179,28296,20043,"05, 2019",Spain
CODE|24921,Alexander Thomson Hotel,1375,27500,27500,"01, 2019",UK
CODE|24886,Alexander the Great Hotel-Alexotel,79,1738,1501,"09, 2019",Egypt
CODE|24851,aletto Hotel Kudamm,1312,39360,23616,"04, 2019",Germany
CODE|24816,Alesta Yacht Hotel,1254,27588,20064,"03, 2019",Turkey
CODE|24781,Alesha Suite,910,27300,14560,"08, 2019",تركيا
CODE|24746,Alesahne Beach Hotel,1530,41310,24480,"12, 2019",Greece
CODE|24711,Alertiqaa Hotel,542,11924,8672,"06, 2019",السعودية
CODE|24676,"Aleph Rome Hotel, Curio Collection by Hilton",243,5103,4617,"03, 2019",Italy
CODE|24641,Aleph Hotel Istanbul,74,2220,1110,"02, 2019",تركيا
CODE|24606,"Aleph Doha Residences, Curio Collection by Hilton",106,2226,1696,"08, 2019",Qatar
CODE|24571,Aleph Boutique Hotel,1558,45182,31160,"08, 2019",لبنان
CODE|24536,Al-Eiman Al Qebla Hotel,627,16929,9405,"08, 2019",Not Found
CODE|24501,ALEGRIA Palacio Mojacar,1236,29664,23484,"09, 2019",Spain
CODE|24466,ALEGRIA Maripins,326,7824,5868,"07, 2019",Spain
CODE|24431,ALEGRIA Cabo de Gata,193,4632,3667,"08, 2019",Spain
CODE|24396,Alegria Alzinar Mar Suites,177,4779,2832,"08, 2019",Spain
CODE|24361,Aleenta Phuket Resort & Spa,418,12122,6270,"09, 2019",تايلاند
CODE|24326,Alden Luxury Suite Hotel,1375,30250,27500,"09, 2019",Switzerland
CODE|24291,Aldar Hotel,156,3432,2808,"12, 2019",UAE
CODE|24256,Al-Dammam Oriental,219,5913,4161,"04, 2019",السعودية
CODE|24221,Alcúdia Petit Hotel,1912,51624,38240,"03, 2019",Spain
CODE|24186,Alcron Hotel Prague,805,16905,12880,"08, 2019",Czech Republic
CODE|24151,ALCAZAR HOTEL & SPA,1368,27360,27360,"01, 2019",البرتغال
CODE|24116,Albuquerque Marriott Pyramid North,1029,20580,20580,"12, 2019",USA
CODE|24081,Albufeira Sol Hotel & SPA,959,26852,18221,"10, 2019",Portugal
CODE|24046,Albilad Jeddah,606,12120,10908,"01, 2019",Not Found
CODE|24011,Albergue Centre Esplai,902,21648,15334,"03, 2019",إسبانيا
CODE|23976,Albergo Terminus,494,14326,7904,"12, 2019",Italy
CODE|23941,Albergo Sextantio Le Grotte Della Civita,547,11487,8205,"08, 2019",Italia
CODE|23906,Albergo Sant'Emidio,771,16962,11565,"10, 2019",إيطاليا
CODE|23871,Albergo San Marco,908,24516,15436,"05, 2019",Italy
CODE|23836,Albergo Renato,898,19756,17062,"09, 2019",Italy
CODE|23801,Albergo Paradiso,1308,27468,22236,"08, 2019",Italy
CODE|23766,Albergo Mediterraneo,1197,23940,17955,"03, 2019",Italy
CODE|23731,Albergo le Due Corti,1882,56460,30112,"10, 2019",إيطاليا
CODE|23696,Albergo Internazionale SA,1979,49475,37601,"01, 2019",Svizzera
CODE|23661,Albergo Cavalletto & Doge Orseolo,572,11440,9724,"04, 2019",Italy
CODE|23626,Albergo Ai due Fanali,1669,41725,25035,"05, 2019",Italy
CODE|23591,Albatros Sharm Resort - By Pickalbatros,720,17280,12960,"05, 2019",Egypt
CODE|23556,Albatros Premier Hotel,703,16169,12654,"08, 2019",تركيا
CODE|23521,Albatros Hotel,1542,40092,29298,"11, 2019",مصر
CODE|23486,Albatros Hagia Sofia Hotel,669,13380,12711,"08, 2019",تركيا
CODE|23451,Albatros Citadel Sahl Hashsih,1042,26050,20840,"08, 2019",مصر
CODE|23416,Albany House,281,5901,5339,"10, 2019",Not Found
CODE|23381,Albani Hotel Roma,1871,37420,29936,"12, 2019",Italy
CODE|23346,Alba Hotel Torre Maura,597,13134,11343,"06, 2019",Italy
CODE|23311,Alba hotel & spa,1572,42444,23580,"03, 2019",أذربيجان
CODE|23276,Alazhar Palace Hotel,619,18570,11142,"04, 2019",السعودية
CODE|23241,Alaya Resort Ubud,1008,21168,16128,"04, 2019",Indonesia
CODE|23206,Alassia Hotel Athens Ξενοδοχείο,372,9672,7068,"01, 2019",Ελλάδα
CODE|23171,Alasia Hotel,1498,41944,23968,"04, 2019",Cyprus
CODE|23136,Alanda Hotel Marbella,1798,43152,28768,"01, 2019",Spain
CODE|23101,AlamKulkul Boutique Resort,238,6426,4046,"11, 2019",إندونيسيا
CODE|23066,Alam Sembuwuk Resort,362,9774,5792,"04, 2019",إندونيسيا
CODE|23031,Alam Bidadari Seminyak,307,7368,5526,"11, 2019",Indonesia
CODE|22996,Alain Hotel Apartments Ajman,483,14490,9660,"10, 2019",UAE
CODE|22961,Alaaddin Boutique Hotel,497,12922,9443,"05, 2019",Not Found
CODE|22926,"Al Wathba, a Luxury Collection Desert Resort & Spa, Abu Dhabi",1966,45218,35388,"09, 2019",UAE
CODE|22891,Al Waleed Palace Hotel Apartments - Al Barsha,696,18792,13920,"03, 2019",Not Found
CODE|22856,Al Waleed Palace Hotel Apartments,1347,33675,21552,"10, 2019",UAE
CODE|22821,Al Wadi Hotel,1253,28819,21301,"02, 2019",قطر
CODE|22786,Al Tayseer Towers Hotel,437,12236,8303,"05, 2019",Saudi Arabia
CODE|22751,Al Tawfiq Plaza Hotel,1060,31800,20140,"06, 2019",Not Found
CODE|22716,Al Sultan Hostel,1081,22701,18377,"11, 2019",Jordan
CODE|22681,Al Sooda Resort,289,6358,4624,"06, 2019",السعودية
CODE|22646,Al Shourfah Hotel Madinah,676,13520,10140,"09, 2019",Not Found
CODE|22611,Al Shakreen Golden Tulip,302,6342,6040,"09, 2019",السعودية
CODE|22576,Al Shahba Hotel,1097,31813,20843,"07, 2019",Not Found
CODE|22541,Al Seef Resort & Spa by Andalus,639,15975,10863,"05, 2019",الإمارات
CODE|22506,Al Seef Hotel,708,15576,14160,"07, 2019",الإمارات
CODE|22471,"Al Seef Heritage Hotel Dubai, Curio Collection by Hilton",21,609,378,"12, 2019",الإمارات
CODE|22436,Al Sarab Hotel,1775,46150,28400,"10, 2019",الإمارات
CODE|22401,Al Salam Hotel,43,946,688,"03, 2019",مصر
CODE|22366,Al Safwah Royale Orchid,1236,28428,23484,"02, 2019",السعودية
CODE|22331,Al Safwah Hotel,1435,28700,27265,"07, 2019",Saudi Arabia
CODE|22296,Al Safwa Tower Dar Al Ghufran Hotel,1271,35588,19065,"06, 2019",السعودية
CODE|22261,Al Safir Residence,180,4320,3600,"07, 2019",البحرين
CODE|22226,Al Safir Hotel & Tower,984,29520,16728,"06, 2019",البحرين
CODE|22191,AL Reehan Homes Furnished Units,1111,33330,19998,"10, 2019",Not Found
CODE|22156,Al Rayah Grand Hotel,59,1357,944,"04, 2019",Not Found
CODE|22121,Al Raya Suites Manama,738,18450,14760,"05, 2019",البحرين
